customer_id,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
7519-JTWQH,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2538-OIMXF,DSL,No,No,No,No,No,No
8543-MSDMF,DSL,Yes,No,Yes,No,Yes,Yes
9961-JBNMK,Fiber optic,No,No,Yes,No,Yes,Yes
1170-SASML,Fiber optic,No,Yes,Yes,No,No,No
4872-JCVCA,DSL,Yes,Yes,Yes,Yes,No,No
5346-BZCHP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2038-LLMLM,Fiber optic,No,No,Yes,Yes,Yes,Yes
6173-ITPWD,Fiber optic,No,Yes,Yes,No,No,No
9734-UYXQI,DSL,No,No,No,No,No,No
1216-BGTSP,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4138-NAXED,Fiber optic,No,Yes,No,No,No,No
2189-UXTKY,DSL,Yes,No,No,Yes,Yes,Yes
0744-BIKKF,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7483-IQWIB,Fiber optic,No,Yes,Yes,No,Yes,No
5248-KWLAR,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4958-GZWIY,DSL,No,No,Yes,No,No,No
7996-MHXLW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7833-PKIHD,DSL,Yes,No,No,Yes,Yes,Yes
7061-OVMIM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5153-RTHKF,Fiber optic,No,No,No,No,Yes,No
1852-QSWCD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4832-VRBMR,Fiber optic,No,Yes,Yes,No,Yes,Yes
9079-LWTFD,Fiber optic,Yes,Yes,No,Yes,Yes,No
6356-ELRKD,Fiber optic,Yes,No,No,No,Yes,Yes
8624-GIOUT,DSL,Yes,Yes,No,No,No,No
3392-EHMNK,Fiber optic,No,Yes,No,Yes,Yes,No
5986-WWXDV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3061-BCKYI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6179-GJPSO,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
7901-TBKJX,Fiber optic,No,No,Yes,No,Yes,Yes
7228-PAQPD,DSL,No,No,No,Yes,No,Yes
3177-LASXD,Fiber optic,No,No,No,No,No,No
7746-QYVCO,DSL,Yes,Yes,No,No,No,No
5804-HYIEZ,Fiber optic,Yes,Yes,No,No,Yes,Yes
9919-FZDED,DSL,Yes,Yes,Yes,No,Yes,Yes
5934-TSSAU,Fiber optic,No,No,Yes,No,No,No
3486-KHMLI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4897-QSUYC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1084-UQCHV,Fiber optic,No,No,No,No,No,No
8290-YWKHZ,Fiber optic,No,No,No,No,Yes,Yes
2955-BJZHG,Fiber optic,No,No,No,No,Yes,No
3806-DXQOM,DSL,Yes,Yes,No,No,No,No
6784-XYJAE,DSL,No,No,Yes,No,No,No
3933-DQPWX,DSL,No,Yes,Yes,Yes,No,No
6661-EIPZC,DSL,No,No,No,Yes,No,No
8957-THMOA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2251-PYLPB,DSL,Yes,Yes,Yes,Yes,No,Yes
5555-RNPGT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1057-FOGLZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9300-RENDD,Fiber optic,No,No,No,No,Yes,No
0761-AETCS,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8087-LGYHQ,Fiber optic,No,No,Yes,No,Yes,Yes
4137-BTIKL,Fiber optic,Yes,No,No,No,No,Yes
2190-BCXEC,Fiber optic,No,No,No,Yes,No,No
6227-FBDXH,Fiber optic,No,No,Yes,No,Yes,Yes
2153-MREFK,Fiber optic,Yes,No,Yes,Yes,No,Yes
2911-WDXMV,Fiber optic,No,No,Yes,No,No,No
7206-PQBBZ,Fiber optic,No,No,No,No,No,No
3106-ULWFW,Fiber optic,No,No,No,No,No,Yes
0925-VYDLG,Fiber optic,No,No,No,No,No,No
4547-FZJWE,DSL,Yes,No,No,No,No,Yes
7422-WNBTY,Fiber optic,No,Yes,Yes,No,No,Yes
0842-IWYCP,DSL,No,No,No,No,No,No
3521-HTQTV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3744-ZBHON,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3373-DIUUN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8383-SGHJU,DSL,Yes,No,No,Yes,No,No
7607-QKKTJ,Fiber optic,No,Yes,Yes,No,No,Yes
7707-PYBBH,DSL,Yes,Yes,No,Yes,No,No
8984-HPEMB,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4349-GFQHK,DSL,No,No,Yes,No,No,No
4139-DETXS,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9779-DPNEJ,Fiber optic,No,No,No,No,No,Yes
9805-FILKB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5793-YOLJN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0673-IGUQO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4123-FCVCB,DSL,No,No,No,Yes,Yes,Yes
8819-IMISP,Fiber optic,No,Yes,No,No,No,No
7802-EFKNY,DSL,No,No,No,No,No,No
8311-UEUAB,DSL,Yes,No,No,No,Yes,Yes
5858-EAFCZ,DSL,No,No,No,No,No,No
8035-BUYVG,DSL,Yes,Yes,Yes,No,No,No
1163-ONYEY,DSL,Yes,Yes,Yes,No,Yes,No
9787-XVQIU,Fiber optic,No,No,No,No,No,No
8945-MUQUF,Fiber optic,Yes,Yes,No,No,Yes,No
5656-MJEFC,DSL,Yes,No,Yes,Yes,Yes,No
6082-OQFBA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8051-HJRLT,Fiber optic,No,No,No,No,No,No
8974-OVACP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4010-YLMVT,Fiber optic,Yes,Yes,No,No,Yes,Yes
1379-FRVEB,Fiber optic,No,Yes,No,No,Yes,No
8612-GXIDD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6288-CHQJB,DSL,Yes,No,Yes,Yes,No,Yes
8160-HOWOX,DSL,No,No,No,No,Yes,Yes
3023-GFLBR,Fiber optic,No,No,No,No,No,Yes
6648-INWPS,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4223-BKEOR,DSL,Yes,No,Yes,No,No,Yes
4079-VTGLK,DSL,No,No,Yes,No,Yes,Yes
1763-WQFUK,DSL,No,No,No,Yes,No,No
1391-UBDAR,Fiber optic,No,No,Yes,No,No,No
8894-JVDCV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2023-VQFDL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1345-GKDZZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2014-MKGMH,Fiber optic,No,No,Yes,No,Yes,Yes
5628-FCGYG,Fiber optic,No,No,No,No,No,Yes
2560-WBWXF,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0248-IPDFW,DSL,No,No,No,No,No,No
7978-DKUQH,Fiber optic,No,No,Yes,No,No,No
4335-UPJSI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0524-IAVZO,Fiber optic,No,No,No,No,No,Yes
2737-YNGYW,Fiber optic,No,No,No,No,No,Yes
1784-EZDKJ,Fiber optic,No,Yes,Yes,No,Yes,Yes
9297-FVVDH,DSL,Yes,No,Yes,Yes,Yes,Yes
8007-YYPWD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7101-HRBLJ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5159-YFPKQ,Fiber optic,No,No,Yes,No,No,No
6635-CPNUN,Fiber optic,No,Yes,Yes,No,Yes,No
4021-RQSNY,Fiber optic,No,No,Yes,No,Yes,Yes
5453-YBTWV,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
5039-LZRQT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2931-VUVJN,Fiber optic,Yes,Yes,Yes,Yes,No,No
9061-TIHDA,Fiber optic,No,No,No,No,Yes,Yes
8699-ASUFO,Fiber optic,No,No,No,No,No,No
6418-PIQSP,DSL,Yes,No,Yes,Yes,Yes,Yes
8220-OCUFY,DSL,Yes,No,Yes,Yes,No,No
3995-WFCSM,DSL,No,No,Yes,No,No,Yes
1895-QTKDO,DSL,No,No,No,No,No,No
2038-OEQZH,Fiber optic,No,No,Yes,No,No,Yes
1178-PZGAB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7927-AUXBZ,Fiber optic,No,No,No,Yes,Yes,No
2626-VEEWG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2878-RMWXY,Fiber optic,Yes,Yes,Yes,No,No,Yes
1657-DYMBM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7311-MQJCH,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7375-WMVMT,Fiber optic,No,Yes,Yes,Yes,No,Yes
1136-XGEQU,DSL,No,Yes,Yes,Yes,Yes,Yes
2530-FMFXO,Fiber optic,No,No,Yes,Yes,Yes,Yes
6844-DZKRF,DSL,No,No,No,Yes,No,No
4695-WJZUE,Fiber optic,No,No,Yes,No,No,Yes
7619-ODSGN,DSL,Yes,No,No,No,No,No
5970-GHJAW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8879-XUAHX,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3689-MOZGR,DSL,No,No,No,Yes,No,No
4195-PNGZS,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5003-XZWWO,DSL,No,Yes,Yes,Yes,Yes,Yes
3988-RQIXO,Fiber optic,No,No,No,No,Yes,Yes
7622-FWGEW,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6922-NCEDI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2514-GINMM,Fiber optic,No,No,No,No,Yes,No
9891-NQDBD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6131-IUNXN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8548-AWOFC,DSL,No,No,No,Yes,No,Yes
9798-DRYDS,DSL,No,No,Yes,Yes,No,No
8532-UEFWH,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6296-DDOOR,DSL,No,Yes,No,No,Yes,No
7951-VRDVK,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5931-FLJJF,Fiber optic,No,No,No,No,No,No
4815-YOSUK,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2659-VXMWZ,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0380-NEAVX,Fiber optic,No,Yes,Yes,No,Yes,Yes
3207-OYBWH,Fiber optic,No,Yes,Yes,No,No,Yes
4285-GYRQC,Fiber optic,No,No,Yes,No,Yes,No
7216-EWTRS,Fiber optic,No,No,Yes,No,Yes,Yes
4365-MSDYN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7036-TYDEC,Fiber optic,No,No,Yes,Yes,Yes,Yes
5802-ADBRC,Fiber optic,Yes,No,Yes,No,Yes,Yes
8076-FEZKJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5197-YPYBZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8337-MSSXB,Fiber optic,No,Yes,No,No,No,Yes
4312-GVYNH,DSL,Yes,No,Yes,Yes,No,Yes
8495-LJDFO,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0839-JTCUD,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5494-WOZRZ,DSL,Yes,No,Yes,Yes,Yes,Yes
1302-UHBDD,Fiber optic,No,No,No,No,Yes,Yes
2234-EOFPT,DSL,Yes,Yes,No,Yes,Yes,Yes
8619-IJNDK,DSL,Yes,Yes,Yes,Yes,No,No
8378-LKJAF,Fiber optic,No,No,Yes,No,Yes,Yes
8182-BJDSI,Fiber optic,No,Yes,No,No,No,Yes
2528-HFYZX,Fiber optic,No,Yes,No,No,No,No
1153-GNOLC,DSL,No,Yes,No,No,Yes,No
3298-QEICA,DSL,Yes,No,No,Yes,No,No
0788-DXBFY,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3597-YASZG,Fiber optic,No,Yes,No,Yes,Yes,Yes
3496-LFSZU,Fiber optic,No,No,No,No,No,No
5242-UOWHD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2482-CZGBB,Fiber optic,No,No,No,No,No,No
6479-SZPLM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8097-VBQTZ,DSL,Yes,Yes,No,Yes,Yes,No
4500-HKANN,DSL,No,Yes,No,Yes,No,No
9917-KWRBE,DSL,Yes,Yes,Yes,No,Yes,No
3420-ZDBMA,Fiber optic,No,No,No,No,No,No
2212-LYASK,DSL,No,Yes,Yes,No,No,Yes
1393-IMKZG,Fiber optic,No,No,No,Yes,Yes,Yes
8069-RHUXK,DSL,Yes,No,No,Yes,No,No
3398-GCPMU,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2908-WGAXL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3378-AJRAO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1013-QCWAM,Fiber optic,No,Yes,No,No,Yes,Yes
0866-QLSIR,DSL,Yes,Yes,No,Yes,No,No
6050-FFXES,Fiber optic,No,No,Yes,Yes,Yes,Yes
7181-BQYBV,Fiber optic,Yes,No,Yes,No,Yes,Yes
0362-RAOQO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9554-DFKIC,DSL,Yes,No,No,No,No,No
5527-ACHSO,DSL,No,No,No,Yes,Yes,Yes
0829-DDVLK,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1399-UBQIU,DSL,No,No,Yes,No,Yes,Yes
1813-JLKWR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0336-PIKEI,DSL,Yes,Yes,Yes,Yes,Yes,No
7322-OCWHC,Fiber optic,Yes,Yes,Yes,Yes,No,No
9537-VHDTA,DSL,Yes,No,No,No,No,No
4957-TIALW,DSL,Yes,Yes,Yes,Yes,No,No
2054-PJOCK,DSL,No,No,Yes,Yes,Yes,Yes
9150-HEPMB,DSL,Yes,No,Yes,No,No,No
9030-QGZNL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6204-IEUXJ,Fiber optic,No,No,Yes,Yes,No,No
3126-WQMGH,DSL,No,No,No,No,No,No
4529-CKBCL,Fiber optic,No,No,No,No,Yes,No
2506-CLAKW,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
7176-WRTNX,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1583-IHQZE,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5732-IKGQH,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9239-GZHZE,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7205-BAIAD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0151-ONTOV,Fiber optic,No,No,No,No,No,No
4140-MUHUG,Fiber optic,No,No,Yes,No,Yes,No
0093-EXYQL,Fiber optic,No,No,No,No,Yes,Yes
8064-RAVOH,DSL,No,No,Yes,No,No,No
0219-QAERP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0320-JDNQG,Fiber optic,Yes,No,No,Yes,Yes,Yes
7180-PISOG,Fiber optic,No,No,No,No,No,No
9168-INPSZ,Fiber optic,No,No,Yes,Yes,Yes,Yes
3571-RFHAR,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0015-UOCOJ,DSL,Yes,No,No,No,No,No
5334-AFQJB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2754-SDJRD,Fiber optic,No,No,No,Yes,Yes,Yes
9578-VRMNM,DSL,No,No,Yes,No,No,Yes
1587-FKLZB,Fiber optic,No,No,Yes,No,Yes,Yes
6140-QNRQQ,Fiber optic,No,No,No,No,No,No
8963-JLGJT,DSL,Yes,No,Yes,No,No,No
4307-KTUMW,Fiber optic,Yes,No,Yes,No,No,Yes
1465-LNTLJ,DSL,No,No,Yes,Yes,No,Yes
5440-FLBQG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2135-DQWAQ,Fiber optic,No,Yes,No,No,Yes,No
4056-QHXHZ,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
7470-MCQTK,DSL,No,No,Yes,No,Yes,Yes
7488-MXJIV,Fiber optic,No,No,No,No,Yes,No
7401-JIXNM,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9339-FIIJL,DSL,No,Yes,Yes,Yes,Yes,Yes
2027-FECZV,Fiber optic,No,Yes,Yes,No,Yes,Yes
2672-DZUOY,DSL,No,No,No,No,No,No
4706-DGAHW,DSL,No,No,No,No,No,No
3870-MQAMG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6670-MFRPK,Fiber optic,No,No,Yes,No,No,No
6177-PEVRA,DSL,Yes,Yes,No,No,No,No
4800-CZMPC,Fiber optic,Yes,Yes,No,No,Yes,Yes
4813-HQMGZ,Fiber optic,No,No,No,Yes,No,Yes
7579-KKLOE,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7377-DMMRI,DSL,Yes,No,No,No,No,No
8402-EIVQS,Fiber optic,Yes,Yes,No,No,Yes,Yes
4947-DSMXK,Fiber optic,No,Yes,No,No,Yes,Yes
7245-NIIWQ,Fiber optic,No,No,No,No,No,No
0002-ORFBO,DSL,No,Yes,No,Yes,Yes,No
3324-OIRTO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5414-OFQCB,Fiber optic,No,No,No,Yes,Yes,No
4967-WPNCF,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8552-OBVRU,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
8499-BRXTD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9154-QDGTH,Fiber optic,No,No,Yes,Yes,Yes,Yes
8197-BFWVU,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2577-GVSIL,DSL,No,No,No,Yes,Yes,Yes
9367-OIUXP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6770-UAYGJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6463-HHXJR,Fiber optic,Yes,Yes,Yes,No,Yes,No
7928-VJYAB,Fiber optic,No,No,No,No,Yes,Yes
1187-WILMM,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9776-OJUZI,Fiber optic,No,Yes,Yes,No,Yes,No
1306-RPWXZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8949-JTMAY,Fiber optic,No,No,Yes,No,Yes,Yes
2774-LVQUS,Fiber optic,No,No,Yes,Yes,No,No
3097-PYWXL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2266-SJNAT,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0869-PAPRP,Fiber optic,No,No,Yes,No,Yes,No
4238-JSSWH,Fiber optic,No,No,Yes,No,Yes,Yes
2972-YDYUW,Fiber optic,No,Yes,No,Yes,No,Yes
1104-FEJAM,DSL,No,Yes,No,No,No,Yes
2809-ILCYT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5499-ECUTN,DSL,Yes,No,Yes,No,Yes,No
4981-FLTMF,DSL,Yes,Yes,No,Yes,No,No
9121-PHQSR,Fiber optic,No,No,No,No,Yes,No
3113-IWHLC,DSL,Yes,No,Yes,No,No,No
3211-ILJTT,Fiber optic,No,No,No,No,No,No
4612-THJBS,Fiber optic,No,Yes,Yes,No,Yes,Yes
4277-BWBML,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4094-NSEDU,Fiber optic,No,No,No,No,Yes,Yes
0234-TEVTT,DSL,Yes,No,Yes,No,No,Yes
4304-TSPVK,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1552-AAGRX,Fiber optic,Yes,No,No,Yes,Yes,Yes
2637-FKFSY,DSL,No,No,No,No,No,No
9796-MVYXX,DSL,Yes,No,Yes,Yes,No,No
7874-ECPQJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0020-INWCK,Fiber optic,No,Yes,Yes,No,No,Yes
7089-RKVSZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2683-JXWQQ,DSL,Yes,No,Yes,No,No,No
9548-ZMVTX,Fiber optic,No,Yes,Yes,Yes,No,No
8739-XNIKG,Fiber optic,No,No,No,No,Yes,No
9755-JHNMN,DSL,Yes,Yes,Yes,Yes,No,No
3981-QSVQI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2789-HQBOU,Fiber optic,No,No,No,No,No,Yes
9424-CMPOG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5067-WJEUN,DSL,Yes,Yes,No,No,No,No
3450-WXOAT,DSL,No,No,No,No,No,No
9251-WNSOD,DSL,Yes,Yes,Yes,No,No,Yes
6974-DAFLI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2616-UUTFK,DSL,Yes,Yes,Yes,No,Yes,No
7064-JHXCE,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5103-MHMHY,DSL,No,No,No,No,No,No
7989-AWGEH,DSL,Yes,No,No,No,No,Yes
4373-VVHQL,DSL,No,No,No,No,No,No
4559-UWIHT,Fiber optic,No,Yes,Yes,No,No,No
7268-IGMFD,Fiber optic,No,No,Yes,Yes,Yes,No
1846-XWOQN,Fiber optic,No,No,No,No,No,No
0235-KGSLC,Fiber optic,No,No,Yes,No,Yes,No
6650-BWFRT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9570-KYEUA,Fiber optic,Yes,No,Yes,Yes,No,Yes
6993-YGFJV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2712-SYWAY,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0730-BGQGF,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5498-IBWPI,DSL,No,No,No,Yes,No,No
9101-NTIXF,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0013-SMEOE,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9314-QDMDW,DSL,No,Yes,No,No,Yes,No
9308-ANMVE,DSL,Yes,Yes,No,No,No,No
2884-GBPFB,Fiber optic,No,No,No,No,No,No
3757-NJYBX,Fiber optic,No,Yes,Yes,No,Yes,Yes
3413-DHLPB,Fiber optic,No,Yes,No,Yes,Yes,Yes
7649-PHJVR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6114-TCFID,DSL,Yes,Yes,No,Yes,No,No
3787-TRIAL,DSL,No,No,No,No,No,No
2573-GYRUU,Fiber optic,No,No,Yes,No,No,Yes
5156-UMKOW,DSL,No,Yes,No,No,No,No
1247-QBVSH,DSL,No,Yes,No,No,No,No
6734-GMPVK,Fiber optic,No,Yes,Yes,No,Yes,Yes
9822-OAOVB,DSL,No,No,No,No,No,Yes
6161-ERDGD,DSL,Yes,No,Yes,Yes,Yes,Yes
1226-JZNKR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7318-EIVKO,DSL,No,No,No,No,Yes,No
3771-PZOBW,Fiber optic,No,No,Yes,No,Yes,No
5136-KCKGI,Fiber optic,Yes,No,Yes,No,Yes,Yes
8231-BSWXX,Fiber optic,No,Yes,No,No,No,No
6486-LHTMA,Fiber optic,No,No,Yes,No,Yes,No
4083-BFNYK,Fiber optic,Yes,Yes,No,No,No,Yes
3722-WPXTK,Fiber optic,No,No,No,No,Yes,Yes
7389-KBFIT,DSL,No,Yes,No,No,No,No
7176-WIONM,DSL,No,No,Yes,No,Yes,Yes
5141-ZUVBH,Fiber optic,Yes,No,Yes,Yes,No,Yes
1089-HDMKP,DSL,No,Yes,No,Yes,No,No
7623-HKYRK,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0310-SUCIN,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5197-PYEPU,Fiber optic,Yes,Yes,No,No,Yes,No
2929-ERCFZ,Fiber optic,No,No,Yes,No,Yes,Yes
7548-SEPYI,Fiber optic,No,Yes,No,No,Yes,Yes
8835-VSDSE,Fiber optic,No,No,No,No,No,No
6619-RPLQZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3275-RHRNE,DSL,No,Yes,Yes,Yes,Yes,Yes
3503-TYDAY,Fiber optic,No,Yes,No,No,No,No
6901-GOGZG,DSL,Yes,No,Yes,Yes,Yes,Yes
1623-NLDOT,DSL,No,Yes,No,Yes,No,No
7021-XSNYE,DSL,Yes,No,Yes,Yes,No,Yes
9621-OUPYD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9898-KZQDZ,Fiber optic,No,No,No,No,Yes,Yes
8982-NHAVY,Fiber optic,No,No,Yes,No,Yes,Yes
4307-KWMXE,DSL,No,Yes,No,Yes,No,No
0141-YEAYS,Fiber optic,No,Yes,Yes,No,No,No
2450-ZKEED,DSL,No,No,Yes,Yes,No,No
3694-DELSO,DSL,Yes,No,No,No,Yes,No
3893-JRNFS,DSL,No,No,Yes,No,No,Yes
9603-OAIHC,Fiber optic,No,No,No,No,No,No
1133-KXCGE,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5236-PERKL,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0142-GVYSN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1049-FYSYG,DSL,No,Yes,Yes,No,No,No
7854-FOKSF,DSL,No,No,No,No,No,Yes
2519-FAKOD,Fiber optic,No,No,Yes,No,Yes,Yes
8406-LNMHF,Fiber optic,Yes,Yes,Yes,No,No,No
1821-BUCWY,DSL,Yes,No,Yes,No,No,No
8263-JQAIK,DSL,No,No,No,No,No,No
0023-UYUPN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8314-DPQHL,DSL,Yes,No,Yes,Yes,No,Yes
1465-WCZVT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9481-SFCQY,DSL,No,No,Yes,No,Yes,No
6360-SVNWV,Fiber optic,Yes,No,No,No,No,No
0567-GGCAC,DSL,Yes,Yes,Yes,No,No,No
7089-IVVAZ,Fiber optic,Yes,No,No,Yes,Yes,Yes
8884-MRNSU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2171-UDMFD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9050-IKDZA,Fiber optic,No,No,No,No,Yes,No
2205-YMZZJ,Fiber optic,No,No,No,No,Yes,No
9802-CAQUT,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1254-IZEYF,Fiber optic,No,Yes,No,No,Yes,Yes
0187-WZNAB,Fiber optic,Yes,No,No,No,No,No
9492-TOKRI,Fiber optic,No,Yes,No,No,Yes,No
1475-VWVDO,Fiber optic,No,No,Yes,No,No,No
9221-OTIVJ,Fiber optic,No,Yes,Yes,No,Yes,Yes
1357-MVDOZ,DSL,No,No,Yes,No,Yes,No
7602-MVRMB,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3325-FUYCG,Fiber optic,Yes,Yes,No,No,Yes,Yes
5908-QMGOE,Fiber optic,No,No,No,No,No,No
1197-BVMVG,Fiber optic,No,No,No,No,No,No
5406-KGRMX,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8481-YYXWG,Fiber optic,No,Yes,No,Yes,No,Yes
