customer_id,contract_type,paperless_billing,payment_method
2519-LBNQL,One year,True,Electronic check
8623-ULFNQ,Month-to-month,True,Electronic check
8380-PEFPE,Month-to-month,True,Electronic check
5687-DKDTV,Month-to-month,False,Mailed check
1568-LJSZU,Two year,True,Credit card (automatic)
7530-HDYDS,Month-to-month,True,Credit card (automatic)
7789-HKSBS,One year,True,Bank transfer (automatic)
7416-CKTEP,Two year,True,Bank transfer (automatic)
2586-CWXVV,Month-to-month,False,Electronic check
3096-IZETN,Month-to-month,False,Bank transfer (automatic)
2348-KCJLT,One year,True,Mailed check
8401-EMUWF,Month-to-month,True,Bank transfer (automatic)
4193-IBKSW,Two year,False,Bank transfer (automatic)
5377-NDTOU,Two year,False,Mailed check
5922-ABDVO,Month-to-month,False,Mailed check
2474-LCNUE,Month-to-month,True,Credit card (automatic)
0839-QNXME,Two year,False,Credit card (automatic)
3506-OVLKD,One year,False,Bank transfer (automatic)
9172-ANCRX,Month-to-month,True,Electronic check
6650-VJONK,Month-to-month,True,Bank transfer (automatic)
2178-PMGCJ,Month-to-month,True,Mailed check
7492-TAFJD,Two year,False,Mailed check
2773-MADBQ,Two year,True,Mailed check
6016-LVTJQ,Month-to-month,False,Mailed check
7860-KSUGX,Two year,False,Credit card (automatic)
8966-KZXXA,Two year,False,Credit card (automatic)
6910-HADCM,Month-to-month,False,Electronic check
4816-LXZYW,Month-to-month,True,Electronic check
9606-PBKBQ,Month-to-month,True,Electronic check
5149-QYTTU,One year,True,Credit card (automatic)
2070-XYMFH,Month-to-month,True,Mailed check
2085-BOJKI,One year,True,Bank transfer (automatic)
0817-HSUSE,Month-to-month,True,Electronic check
5442-PPTJY,Two year,False,Mailed check
1927-QEWMY,Two year,False,Credit card (automatic)
1663-MHLHE,Month-to-month,False,Mailed check
5663-QBGIS,Two year,False,Bank transfer (automatic)
4450-MDZFX,Month-to-month,False,Bank transfer (automatic)
6701-DHKWQ,Two year,False,Credit card (automatic)
7554-AKDQF,Month-to-month,False,Mailed check
3536-IQCTX,Month-to-month,False,Electronic check
4911-BANWH,Month-to-month,True,Credit card (automatic)
8496-EJAUI,Month-to-month,True,Credit card (automatic)
0794-YVSGE,Two year,False,Bank transfer (automatic)
5423-BHIXO,Month-to-month,True,Electronic check
6908-VVYHM,Month-to-month,True,Electronic check
2959-EEXWB,Month-to-month,True,Bank transfer (automatic)
1839-UMACK,One year,False,Electronic check
3030-YDNRM,Month-to-month,True,Electronic check
7321-KKSDU,Two year,False,Mailed check
3402-XRIUO,Month-to-month,True,Mailed check
3132-TVFDZ,Month-to-month,True,Electronic check
8286-AFUYI,Month-to-month,False,Electronic check
8080-DDEMJ,Month-to-month,False,Electronic check
8356-WUAOJ,Month-to-month,True,Electronic check
6365-MTGZX,Month-to-month,True,Electronic check
1349-WXNGG,Month-to-month,False,Bank transfer (automatic)
8058-DMYRU,Month-to-month,True,Electronic check
9350-ZXYJC,Two year,True,Credit card (automatic)
6990-YNRIO,Two year,False,Bank transfer (automatic)
8958-JPTRR,One year,False,Electronic check
6959-GQEGV,Month-to-month,True,Electronic check
3173-WSSUE,Two year,False,Credit card (automatic)
1265-HVPZB,One year,False,Credit card (automatic)
4115-UMJFQ,One year,True,Bank transfer (automatic)
7369-TRPFD,One year,False,Mailed check
1098-KFQEC,Two year,False,Credit card (automatic)
7190-XHTWJ,One year,False,Mailed check
0621-TWIEM,Month-to-month,True,Electronic check
3537-RYBHH,Month-to-month,True,Credit card (automatic)
2485-ITVKB,Month-to-month,True,Electronic check
3669-OYSJI,Month-to-month,False,Credit card (automatic)
1612-EOHDH,Month-to-month,False,Electronic check
6702-OHFWR,Month-to-month,True,Electronic check
5296-BFCYD,Two year,True,Mailed check
4510-PYUSH,Month-to-month,True,Credit card (automatic)
9359-JANWS,Two year,False,Credit card (automatic)
7517-SAWMO,Month-to-month,True,Electronic check
4143-HHPMK,Month-to-month,True,Electronic check
3279-DYZQM,Two year,False,Mailed check
7054-LGEQW,Month-to-month,False,Mailed check
0523-VNGTF,Month-to-month,True,Electronic check
9575-IWCAZ,One year,False,Mailed check
7105-MXJLL,One year,False,Mailed check
7064-FRRSW,One year,True,Electronic check
7940-UQQUG,One year,True,Bank transfer (automatic)
0923-PNFUB,Month-to-month,False,Electronic check
3961-SXAXY,Month-to-month,True,Bank transfer (automatic)
7010-BRBUU,Two year,False,Credit card (automatic)
3566-HJGPK,Month-to-month,True,Mailed check
3062-ICYZQ,Month-to-month,True,Electronic check
9938-PRCVK,Two year,False,Bank transfer (automatic)
0973-KYVNF,Two year,True,Credit card (automatic)
5129-HHMZC,Two year,False,Credit card (automatic)
9637-CDTKZ,Two year,True,Credit card (automatic)
3946-JEWRQ,One year,True,Credit card (automatic)
7873-CVMAW,Two year,False,Credit card (automatic)
0463-WZZKO,Month-to-month,True,Credit card (automatic)
3494-JCHRQ,Month-to-month,True,Electronic check
6474-FVJLC,Month-to-month,True,Electronic check
4524-QCSSM,Month-to-month,True,Bank transfer (automatic)
5832-EXGTT,Month-to-month,True,Mailed check
8840-DQLGN,Month-to-month,True,Bank transfer (automatic)
2039-JONDJ,One year,False,Bank transfer (automatic)
7217-JYHOQ,Month-to-month,True,Credit card (automatic)
6695-FRVEC,Two year,True,Bank transfer (automatic)
4547-LYTDD,Month-to-month,False,Electronic check
9894-QMIMJ,One year,False,Bank transfer (automatic)
8069-YQQAJ,Month-to-month,True,Mailed check
6770-XUAGN,Month-to-month,True,Electronic check
4193-ORFCL,Month-to-month,False,Mailed check
1636-NTNCO,Month-to-month,True,Credit card (automatic)
3466-WAESX,Month-to-month,True,Electronic check
9281-PKKZE,Month-to-month,True,Electronic check
3638-VBZTA,Two year,True,Bank transfer (automatic)
7459-IMVYU,Month-to-month,False,Electronic check
7776-QWNFX,Month-to-month,True,Bank transfer (automatic)
6689-TCZHQ,Month-to-month,False,Electronic check
8563-OYMQY,Month-to-month,True,Credit card (automatic)
0754-EEBDC,Two year,False,Mailed check
5777-ZPQNC,One year,False,Electronic check
1951-IEYXM,Two year,True,Credit card (automatic)
3318-NMQXL,Month-to-month,True,Electronic check
3143-ILDAL,Month-to-month,True,Electronic check
1022-RKXDR,One year,True,Mailed check
2361-FJWNO,One year,False,Credit card (automatic)
2272-UOINI,Month-to-month,True,Electronic check
8232-UTFOZ,Two year,False,Credit card (automatic)
3750-YHRYO,One year,False,Mailed check
6637-KYRCV,Month-to-month,True,Electronic check
5668-MEISB,Two year,False,Credit card (automatic)
0129-QMPDR,One year,True,Bank transfer (automatic)
7188-CBBBA,One year,True,Electronic check
5356-CSVSQ,Month-to-month,False,Electronic check
3221-CJMSG,Month-to-month,True,Credit card (automatic)
4720-VSTSI,Month-to-month,True,Bank transfer (automatic)
3219-JQRSL,Two year,False,Credit card (automatic)
2801-NISEI,Month-to-month,False,Electronic check
3946-MHCZW,Month-to-month,False,Mailed check
4623-ZKHLY,Month-to-month,True,Bank transfer (automatic)
6732-VAILE,Two year,True,Credit card (automatic)
8201-AAXCB,Month-to-month,False,Electronic check
7696-CFTAT,Two year,False,Bank transfer (automatic)
1845-CSBRZ,Month-to-month,False,Bank transfer (automatic)
2123-VSCOT,Two year,True,Bank transfer (automatic)
6651-AZVTJ,Month-to-month,True,Electronic check
4566-GOLUK,Month-to-month,True,Bank transfer (automatic)
2484-DGXPZ,Month-to-month,True,Mailed check
2018-QKYGT,Month-to-month,True,Electronic check
2792-VPPET,Month-to-month,True,Electronic check
7409-JURKQ,One year,True,Bank transfer (automatic)
3247-MHJKM,Month-to-month,False,Mailed check
1964-SVLEA,One year,True,Mailed check
4587-NUKOX,Month-to-month,True,Electronic check
7297-DVYGA,One year,True,Bank transfer (automatic)
2239-CGBUZ,One year,True,Bank transfer (automatic)
0854-UYHZD,Two year,False,Mailed check
7243-LCGGZ,Month-to-month,False,Mailed check
8267-KFGYD,Month-to-month,True,Mailed check
4890-VMUAV,One year,False,Electronic check
9261-WDCAF,Month-to-month,False,Mailed check
3764-MNMOI,Two year,False,Credit card (automatic)
7442-YGZFK,Month-to-month,True,Credit card (automatic)
0420-BWTPW,Month-to-month,False,Mailed check
8229-BUJHX,Two year,False,Bank transfer (automatic)
7449-HVPIV,Month-to-month,True,Credit card (automatic)
5504-WSIUR,One year,True,Bank transfer (automatic)
8183-ONMXC,Month-to-month,False,Electronic check
8466-PZBLH,Two year,False,Bank transfer (automatic)
9614-RMGHA,Month-to-month,True,Bank transfer (automatic)
8735-IJJEG,Month-to-month,False,Credit card (automatic)
0564-MUUQK,Month-to-month,True,Bank transfer (automatic)
5054-IEXZT,Month-to-month,True,Electronic check
5834-ASPWA,Month-to-month,True,Electronic check
0701-RFGFI,Month-to-month,True,Bank transfer (automatic)
0019-EFAEP,Two year,True,Bank transfer (automatic)
5619-PTMIK,Month-to-month,False,Electronic check
3737-XBQDD,Month-to-month,True,Bank transfer (automatic)
5882-CMAZQ,Month-to-month,False,Electronic check
5846-QFDFI,Month-to-month,False,Credit card (automatic)
4445-KWOKW,One year,True,Bank transfer (automatic)
3511-APPBJ,One year,True,Credit card (automatic)
7967-HYCDE,Month-to-month,False,Bank transfer (automatic)
2430-RRYUW,One year,True,Mailed check
3948-XHGNA,Month-to-month,True,Bank transfer (automatic)
3723-BFBGR,Month-to-month,False,Credit card (automatic)
0565-IYCGT,One year,True,Credit card (automatic)
5447-WZAFP,One year,True,Mailed check
5110-CHOPY,Two year,False,Electronic check
5445-UTODQ,Month-to-month,True,Electronic check
4425-OWHWB,One year,True,Credit card (automatic)
7892-QVYKW,Month-to-month,False,Electronic check
9675-ICXCT,Two year,True,Electronic check
1024-VRZHF,Month-to-month,True,Electronic check
4703-MQYKT,Two year,False,Mailed check
9497-QCMMS,Month-to-month,True,Electronic check
5692-ICXLW,Month-to-month,True,Electronic check
0602-DDUML,Two year,False,Mailed check
2208-MPXIO,Two year,True,Bank transfer (automatic)
1960-UYCNN,Month-to-month,True,Electronic check
0348-SDKOL,Month-to-month,True,Credit card (automatic)
3190-FZATL,Month-to-month,False,Mailed check
7336-RLLRH,One year,False,Mailed check
4373-MAVJG,Month-to-month,True,Bank transfer (automatic)
8901-HJXTF,Month-to-month,False,Mailed check
7710-JSYOA,Two year,True,Bank transfer (automatic)
5419-KLXBN,Month-to-month,True,Bank transfer (automatic)
3424-NMNBO,One year,True,Electronic check
9885-MFVSU,Two year,True,Credit card (automatic)
4514-GFCFI,Month-to-month,True,Electronic check
0607-MVMGC,One year,False,Credit card (automatic)
3365-SAIGS,Month-to-month,True,Electronic check
9828-AOQLM,Month-to-month,True,Electronic check
8022-BECSI,One year,False,Mailed check
8000-REIQB,Month-to-month,True,Electronic check
9993-LHIEB,Two year,False,Mailed check
0266-CLZKZ,Two year,True,Bank transfer (automatic)
7615-ESMYF,Month-to-month,False,Electronic check
3858-VOBET,Month-to-month,True,Electronic check
7020-OZKXZ,Month-to-month,False,Credit card (automatic)
3977-QCRSL,Month-to-month,False,Mailed check
0017-DINOC,Two year,False,Credit card (automatic)
1447-PJGGA,Two year,True,Electronic check
8565-CLBZW,Month-to-month,True,Mailed check
9139-WQQDY,One year,False,Mailed check
0224-HJAPT,Month-to-month,False,Electronic check
8086-OVPWV,Month-to-month,True,Electronic check
9430-FRQOC,Month-to-month,True,Mailed check
7639-OPLNG,Two year,True,Bank transfer (automatic)
3074-GQWYX,Month-to-month,True,Bank transfer (automatic)
1492-QGCLU,Month-to-month,False,Electronic check
6845-RGTYS,Month-to-month,True,Electronic check
7328-OWMOM,One year,False,Credit card (automatic)
4418-LZMSV,Month-to-month,False,Bank transfer (automatic)
5155-AZQPB,Month-to-month,False,Mailed check
8861-HGGKB,Month-to-month,False,Electronic check
1087-GRUYI,Two year,False,Bank transfer (automatic)
7065-YUNRY,Month-to-month,True,Mailed check
7694-VLBWQ,One year,False,Electronic check
2546-KZAAT,One year,True,Mailed check
0181-RITDD,Two year,False,Mailed check
5989-PGKJB,Month-to-month,True,Electronic check
4795-KTRTH,Month-to-month,True,Electronic check
8272-ONJLV,One year,False,Electronic check
1488-PBLJN,Two year,True,Bank transfer (automatic)
0308-GIQJT,One year,False,Bank transfer (automatic)
3778-FOAQW,One year,False,Mailed check
4452-ROHMO,Two year,False,Mailed check
6481-OGDOO,One year,True,Credit card (automatic)
3090-LETTY,Month-to-month,False,Bank transfer (automatic)
5349-AZPEW,Month-to-month,False,Mailed check
3753-TSEMP,Month-to-month,False,Electronic check
8305-VHZBZ,Month-to-month,True,Mailed check
9720-JJJOR,One year,True,Bank transfer (automatic)
8100-HZZLJ,Month-to-month,True,Electronic check
8775-ERLNB,Month-to-month,False,Electronic check
8309-IEYJD,Month-to-month,True,Mailed check
9172-JITSM,Month-to-month,True,Electronic check
6298-QDFNH,Month-to-month,True,Electronic check
7398-HPYZQ,Two year,False,Bank transfer (automatic)
3546-GHEAE,Two year,False,Mailed check
7361-YPXFS,Month-to-month,False,Bank transfer (automatic)
6557-BZXLQ,Month-to-month,False,Electronic check
2550-QHZGP,One year,False,Mailed check
7519-JTWQH,Two year,True,Bank transfer (automatic)
2538-OIMXF,Month-to-month,False,Mailed check
8543-MSDMF,Month-to-month,True,Electronic check
9961-JBNMK,Month-to-month,True,Bank transfer (automatic)
1170-SASML,Month-to-month,True,Bank transfer (automatic)
4872-JCVCA,Two year,True,Bank transfer (automatic)
5346-BZCHP,Two year,False,Mailed check
2038-LLMLM,Month-to-month,True,Electronic check
6173-ITPWD,Month-to-month,True,Bank transfer (automatic)
9734-UYXQI,Month-to-month,True,Electronic check
1216-BGTSP,Month-to-month,True,Credit card (automatic)
4138-NAXED,Month-to-month,False,Bank transfer (automatic)
2189-UXTKY,Month-to-month,True,Electronic check
0744-BIKKF,Two year,False,Bank transfer (automatic)
7483-IQWIB,Month-to-month,True,Electronic check
5248-KWLAR,Two year,False,Electronic check
4958-GZWIY,Month-to-month,False,Electronic check
7996-MHXLW,Two year,True,Credit card (automatic)
7833-PKIHD,One year,True,Bank transfer (automatic)
7061-OVMIM,One year,False,Bank transfer (automatic)
5153-RTHKF,Month-to-month,False,Electronic check
1852-QSWCD,Two year,True,Mailed check
4832-VRBMR,One year,True,Bank transfer (automatic)
9079-LWTFD,Month-to-month,False,Mailed check
6356-ELRKD,Month-to-month,True,Electronic check
8624-GIOUT,Month-to-month,True,Credit card (automatic)
3392-EHMNK,Two year,False,Credit card (automatic)
5986-WWXDV,One year,False,Bank transfer (automatic)
3061-BCKYI,Month-to-month,False,Mailed check
6179-GJPSO,Month-to-month,True,Credit card (automatic)
7901-TBKJX,Month-to-month,True,Electronic check
7228-PAQPD,One year,False,Credit card (automatic)
3177-LASXD,Month-to-month,False,Electronic check
7746-QYVCO,One year,True,Mailed check
5804-HYIEZ,Month-to-month,True,Electronic check
9919-FZDED,Two year,True,Credit card (automatic)
5934-TSSAU,Month-to-month,True,Credit card (automatic)
3486-KHMLI,Month-to-month,False,Mailed check
4897-QSUYC,Month-to-month,True,Mailed check
1084-UQCHV,Month-to-month,False,Bank transfer (automatic)
8290-YWKHZ,Month-to-month,True,Electronic check
2955-BJZHG,Month-to-month,False,Electronic check
3806-DXQOM,Month-to-month,True,Electronic check
6784-XYJAE,One year,False,Electronic check
3933-DQPWX,Two year,False,Credit card (automatic)
6661-EIPZC,Month-to-month,True,Credit card (automatic)
8957-THMOA,Two year,False,Credit card (automatic)
2251-PYLPB,Two year,False,Credit card (automatic)
5555-RNPGT,Month-to-month,False,Credit card (automatic)
1057-FOGLZ,Month-to-month,False,Mailed check
9300-RENDD,Month-to-month,True,Electronic check
0761-AETCS,Month-to-month,False,Electronic check
8087-LGYHQ,Month-to-month,True,Electronic check
4137-BTIKL,Month-to-month,False,Mailed check
2190-BCXEC,Month-to-month,True,Credit card (automatic)
6227-FBDXH,One year,False,Bank transfer (automatic)
2153-MREFK,One year,True,Electronic check
2911-WDXMV,Month-to-month,True,Credit card (automatic)
7206-PQBBZ,Month-to-month,True,Electronic check
3106-ULWFW,Month-to-month,True,Credit card (automatic)
0925-VYDLG,Month-to-month,False,Electronic check
4547-FZJWE,One year,False,Credit card (automatic)
7422-WNBTY,Month-to-month,True,Electronic check
0842-IWYCP,Month-to-month,False,Bank transfer (automatic)
3521-HTQTV,Two year,False,Bank transfer (automatic)
3744-ZBHON,Month-to-month,False,Electronic check
3373-DIUUN,Two year,False,Mailed check
8383-SGHJU,One year,False,Electronic check
7607-QKKTJ,One year,True,Credit card (automatic)
7707-PYBBH,Month-to-month,True,Mailed check
8984-HPEMB,Two year,True,Electronic check
4349-GFQHK,Month-to-month,False,Electronic check
4139-DETXS,Two year,False,Bank transfer (automatic)
9779-DPNEJ,Month-to-month,True,Electronic check
9805-FILKB,One year,True,Bank transfer (automatic)
5793-YOLJN,Two year,False,Mailed check
0673-IGUQO,Month-to-month,False,Mailed check
4123-FCVCB,One year,True,Mailed check
8819-IMISP,Month-to-month,True,Electronic check
7802-EFKNY,Month-to-month,True,Electronic check
8311-UEUAB,Two year,True,Electronic check
5858-EAFCZ,Month-to-month,False,Mailed check
8035-BUYVG,One year,True,Electronic check
1163-ONYEY,Month-to-month,True,Credit card (automatic)
9787-XVQIU,Month-to-month,True,Electronic check
8945-MUQUF,One year,True,Electronic check
5656-MJEFC,Two year,False,Credit card (automatic)
6082-OQFBA,One year,False,Mailed check
8051-HJRLT,Month-to-month,True,Electronic check
8974-OVACP,Month-to-month,False,Mailed check
4010-YLMVT,Month-to-month,True,Credit card (automatic)
1379-FRVEB,Month-to-month,True,Electronic check
8612-GXIDD,Two year,True,Bank transfer (automatic)
6288-CHQJB,Two year,False,Bank transfer (automatic)
8160-HOWOX,Month-to-month,True,Electronic check
3023-GFLBR,Month-to-month,False,Credit card (automatic)
6648-INWPS,Month-to-month,False,Electronic check
4223-BKEOR,One year,False,Mailed check
4079-VTGLK,Two year,False,Electronic check
1763-WQFUK,Month-to-month,True,Mailed check
1391-UBDAR,Month-to-month,False,Electronic check
8894-JVDCV,One year,True,Credit card (automatic)
2023-VQFDL,Month-to-month,False,Electronic check
1345-GKDZZ,Month-to-month,False,Mailed check
2014-MKGMH,One year,True,Electronic check
5628-FCGYG,Month-to-month,True,Electronic check
2560-WBWXF,Two year,True,Bank transfer (automatic)
0248-IPDFW,Month-to-month,True,Electronic check
7978-DKUQH,Month-to-month,True,Electronic check
4335-UPJSI,Two year,False,Mailed check
0524-IAVZO,Month-to-month,True,Electronic check
2737-YNGYW,Month-to-month,False,Electronic check
1784-EZDKJ,One year,True,Bank transfer (automatic)
9297-FVVDH,Two year,True,Electronic check
8007-YYPWD,Two year,False,Bank transfer (automatic)
7101-HRBLJ,Two year,True,Bank transfer (automatic)
5159-YFPKQ,Month-to-month,True,Electronic check
6635-CPNUN,Month-to-month,False,Credit card (automatic)
4021-RQSNY,Month-to-month,True,Electronic check
5453-YBTWV,Two year,True,Credit card (automatic)
5039-LZRQT,One year,False,Mailed check
2931-VUVJN,One year,True,Electronic check
9061-TIHDA,Month-to-month,True,Electronic check
8699-ASUFO,Month-to-month,True,Mailed check
6418-PIQSP,Two year,False,Mailed check
8220-OCUFY,One year,True,Electronic check
3995-WFCSM,Month-to-month,False,Electronic check
1895-QTKDO,Month-to-month,False,Credit card (automatic)
2038-OEQZH,Month-to-month,False,Electronic check
1178-PZGAB,One year,False,Credit card (automatic)
7927-AUXBZ,Month-to-month,False,Electronic check
2626-VEEWG,Two year,True,Credit card (automatic)
2878-RMWXY,Two year,True,Credit card (automatic)
1657-DYMBM,Two year,False,Credit card (automatic)
7311-MQJCH,One year,False,Electronic check
7375-WMVMT,Two year,True,Credit card (automatic)
1136-XGEQU,One year,True,Credit card (automatic)
2530-FMFXO,Two year,True,Electronic check
6844-DZKRF,Month-to-month,True,Credit card (automatic)
4695-WJZUE,Month-to-month,True,Electronic check
7619-ODSGN,Month-to-month,False,Electronic check
5970-GHJAW,Two year,False,Credit card (automatic)
8879-XUAHX,Two year,True,Electronic check
3689-MOZGR,Month-to-month,True,Electronic check
4195-PNGZS,Two year,False,Bank transfer (automatic)
5003-XZWWO,Two year,False,Credit card (automatic)
3988-RQIXO,Month-to-month,True,Electronic check
7622-FWGEW,Two year,True,Bank transfer (automatic)
6922-NCEDI,One year,True,Mailed check
2514-GINMM,Month-to-month,True,Electronic check
9891-NQDBD,One year,False,Mailed check
6131-IUNXN,Month-to-month,False,Mailed check
8548-AWOFC,Month-to-month,False,Electronic check
9798-DRYDS,One year,True,Mailed check
8532-UEFWH,Two year,False,Mailed check
6296-DDOOR,One year,False,Electronic check
7951-VRDVK,One year,False,Bank transfer (automatic)
5931-FLJJF,Month-to-month,True,Mailed check
4815-YOSUK,One year,True,Credit card (automatic)
2659-VXMWZ,One year,True,Electronic check
0380-NEAVX,One year,True,Electronic check
3207-OYBWH,Month-to-month,True,Bank transfer (automatic)
4285-GYRQC,Month-to-month,True,Electronic check
7216-EWTRS,Month-to-month,True,Electronic check
4365-MSDYN,Month-to-month,True,Bank transfer (automatic)
7036-TYDEC,Two year,False,Electronic check
5802-ADBRC,One year,True,Mailed check
8076-FEZKJ,One year,False,Mailed check
5197-YPYBZ,Two year,False,Credit card (automatic)
8337-MSSXB,Month-to-month,True,Electronic check
4312-GVYNH,Two year,True,Bank transfer (automatic)
8495-LJDFO,Month-to-month,True,Bank transfer (automatic)
0839-JTCUD,Two year,False,Credit card (automatic)
5494-WOZRZ,Two year,True,Credit card (automatic)
1302-UHBDD,Month-to-month,False,Electronic check
2234-EOFPT,Two year,True,Bank transfer (automatic)
8619-IJNDK,Two year,False,Credit card (automatic)
8378-LKJAF,Month-to-month,True,Credit card (automatic)
8182-BJDSI,Month-to-month,True,Electronic check
2528-HFYZX,Month-to-month,True,Electronic check
1153-GNOLC,One year,True,Electronic check
3298-QEICA,Two year,False,Mailed check
0788-DXBFY,One year,True,Electronic check
3597-YASZG,Two year,True,Bank transfer (automatic)
3496-LFSZU,Month-to-month,False,Electronic check
5242-UOWHD,Two year,False,Mailed check
2482-CZGBB,Month-to-month,True,Electronic check
6479-SZPLM,Two year,False,Credit card (automatic)
8097-VBQTZ,Month-to-month,True,Mailed check
4500-HKANN,Two year,False,Mailed check
9917-KWRBE,One year,True,Credit card (automatic)
3420-ZDBMA,Month-to-month,True,Mailed check
2212-LYASK,One year,True,Credit card (automatic)
1393-IMKZG,Month-to-month,True,Electronic check
8069-RHUXK,Two year,False,Credit card (automatic)
3398-GCPMU,Two year,True,Credit card (automatic)
2908-WGAXL,Two year,True,Credit card (automatic)
3378-AJRAO,One year,False,Electronic check
1013-QCWAM,Month-to-month,True,Electronic check
0866-QLSIR,One year,True,Mailed check
6050-FFXES,Two year,False,Bank transfer (automatic)
7181-BQYBV,Month-to-month,True,Electronic check
0362-RAOQO,Two year,False,Credit card (automatic)
9554-DFKIC,Month-to-month,True,Bank transfer (automatic)
5527-ACHSO,Month-to-month,False,Mailed check
0829-DDVLK,One year,False,Credit card (automatic)
1399-UBQIU,Month-to-month,True,Electronic check
1813-JLKWR,One year,False,Bank transfer (automatic)
0336-PIKEI,Two year,False,Bank transfer (automatic)
7322-OCWHC,Two year,True,Bank transfer (automatic)
9537-VHDTA,Month-to-month,False,Mailed check
4957-TIALW,One year,False,Credit card (automatic)
2054-PJOCK,One year,False,Credit card (automatic)
9150-HEPMB,One year,False,Mailed check
9030-QGZNL,Two year,False,Mailed check
6204-IEUXJ,Month-to-month,False,Credit card (automatic)
3126-WQMGH,Month-to-month,True,Credit card (automatic)
4529-CKBCL,Month-to-month,True,Electronic check
2506-CLAKW,Month-to-month,True,Bank transfer (automatic)
7176-WRTNX,Two year,True,Bank transfer (automatic)
1583-IHQZE,Month-to-month,True,Mailed check
5732-IKGQH,One year,True,Bank transfer (automatic)
9239-GZHZE,Two year,True,Credit card (automatic)
7205-BAIAD,Two year,True,Bank transfer (automatic)
0151-ONTOV,Month-to-month,False,Mailed check
4140-MUHUG,Month-to-month,True,Electronic check
0093-EXYQL,Month-to-month,True,Electronic check
8064-RAVOH,Month-to-month,True,Electronic check
0219-QAERP,One year,False,Credit card (automatic)
0320-JDNQG,Month-to-month,True,Electronic check
7180-PISOG,Month-to-month,True,Electronic check
9168-INPSZ,Month-to-month,False,Electronic check
3571-RFHAR,Month-to-month,True,Electronic check
0015-UOCOJ,Month-to-month,True,Electronic check
5334-AFQJB,Two year,True,Credit card (automatic)
2754-SDJRD,Month-to-month,True,Credit card (automatic)
9578-VRMNM,Month-to-month,True,Credit card (automatic)
1587-FKLZB,Month-to-month,True,Credit card (automatic)
6140-QNRQQ,Month-to-month,True,Mailed check
8963-JLGJT,Month-to-month,False,Mailed check
4307-KTUMW,Month-to-month,False,Electronic check
1465-LNTLJ,Month-to-month,True,Credit card (automatic)
5440-FLBQG,Two year,True,Bank transfer (automatic)
2135-DQWAQ,Month-to-month,True,Mailed check
4056-QHXHZ,Two year,False,Mailed check
7470-MCQTK,Month-to-month,True,Bank transfer (automatic)
7488-MXJIV,Month-to-month,True,Electronic check
7401-JIXNM,Two year,False,Credit card (automatic)
9339-FIIJL,Two year,False,Bank transfer (automatic)
2027-FECZV,Month-to-month,True,Electronic check
2672-DZUOY,Month-to-month,True,Electronic check
4706-DGAHW,Month-to-month,False,Electronic check
3870-MQAMG,One year,False,Electronic check
6670-MFRPK,Two year,True,Credit card (automatic)
6177-PEVRA,Two year,False,Credit card (automatic)
4800-CZMPC,One year,True,Credit card (automatic)
4813-HQMGZ,Month-to-month,True,Electronic check
7579-KKLOE,Two year,True,Mailed check
7377-DMMRI,Month-to-month,True,Electronic check
8402-EIVQS,One year,True,Credit card (automatic)
4947-DSMXK,Month-to-month,True,Bank transfer (automatic)
7245-NIIWQ,Month-to-month,True,Electronic check
0002-ORFBO,One year,True,Mailed check
3324-OIRTO,One year,True,Bank transfer (automatic)
5414-OFQCB,Two year,True,Credit card (automatic)
4967-WPNCF,Two year,True,Bank transfer (automatic)
8552-OBVRU,Month-to-month,True,Electronic check
8499-BRXTD,One year,False,Mailed check
9154-QDGTH,One year,True,Credit card (automatic)
8197-BFWVU,Two year,True,Bank transfer (automatic)
2577-GVSIL,One year,True,Bank transfer (automatic)
9367-OIUXP,Month-to-month,False,Mailed check
6770-UAYGJ,Two year,False,Mailed check
6463-HHXJR,Two year,False,Bank transfer (automatic)
7928-VJYAB,Month-to-month,False,Electronic check
1187-WILMM,Two year,True,Credit card (automatic)
9776-OJUZI,Month-to-month,True,Bank transfer (automatic)
1306-RPWXZ,Two year,False,Credit card (automatic)
8949-JTMAY,Month-to-month,True,Credit card (automatic)
2774-LVQUS,Month-to-month,True,Electronic check
3097-PYWXL,Month-to-month,True,Electronic check
2266-SJNAT,One year,False,Credit card (automatic)
0869-PAPRP,Month-to-month,True,Credit card (automatic)
4238-JSSWH,Month-to-month,False,Bank transfer (automatic)
2972-YDYUW,One year,False,Electronic check
1104-FEJAM,Month-to-month,False,Electronic check
2809-ILCYT,One year,True,Mailed check
5499-ECUTN,One year,True,Credit card (automatic)
4981-FLTMF,Month-to-month,False,Bank transfer (automatic)
9121-PHQSR,Month-to-month,True,Credit card (automatic)
3113-IWHLC,Month-to-month,True,Mailed check
3211-ILJTT,Month-to-month,True,Bank transfer (automatic)
4612-THJBS,One year,True,Bank transfer (automatic)
4277-BWBML,Two year,False,Bank transfer (automatic)
4094-NSEDU,Month-to-month,True,Electronic check
0234-TEVTT,One year,False,Credit card (automatic)
4304-TSPVK,Two year,False,Bank transfer (automatic)
1552-AAGRX,Month-to-month,False,Bank transfer (automatic)
2637-FKFSY,Month-to-month,True,Mailed check
9796-MVYXX,Two year,False,Mailed check
7874-ECPQJ,Month-to-month,True,Bank transfer (automatic)
0020-INWCK,Two year,True,Credit card (automatic)
7089-RKVSZ,One year,False,Mailed check
