customer_id,has_phone_service,multiple_lines
9369-XFEHK,True,Yes
2604-XVDAM,True,No
3717-OFRTN,True,No
9046-JBFWA,True,No
3280-NMUVX,True,No
1206-EHBDD,True,No
8361-LBRDI,True,Yes
4883-KCPZJ,True,Yes
9108-EQPNQ,True,Yes
7277-KAMWT,True,No
3842-IYKUE,True,Yes
6641-XRPSU,True,No
1374-DMZUI,True,Yes
2545-LXYVJ,True,No
3234-VKACU,True,No
8357-EQXFO,True,No
1989-PRJHP,True,Yes
8120-JDCAM,True,No
8917-FAEMR,True,No
7047-YXDMZ,True,No
2858-EIMXH,True,Yes
9524-EGPJC,True,Yes
6993-OHLXR,True,No
8818-XYFCQ,True,Yes
6419-ZTTLE,True,No
0929-HYQEW,True,No
6614-YOLAC,False,No phone service
7426-RHZGU,True,No
4065-JJAVA,True,No
4695-VADHF,True,No
3863-IUBJR,True,No
7649-SIJJF,True,Yes
9361-YNQWJ,True,Yes
3748-FVMZZ,False,No phone service
9391-TTOYH,True,No
1452-XRSJV,True,No
3422-WJOYD,True,No
8242-SOQUO,True,No
7460-ITWWP,True,No
7147-AYBAA,True,No
7868-TMWMZ,True,No
4822-RVYBB,True,Yes
6732-FZUGP,True,Yes
8436-BJUMM,True,Yes
4184-TJFAN,True,No
8329-GWVPJ,True,No
1352-VHKAJ,True,Yes
4145-UQXUQ,True,No
2632-TACXW,True,Yes
8146-QQKZH,True,No
1767-CJKBA,True,Yes
6445-TNRXS,True,Yes
4581-LNWUM,False,No phone service
4869-EPIUS,True,No
9948-YPTDG,True,No
1236-WFCDV,True,No
1915-OAKWD,True,No
7296-PIXQY,True,No
4883-QICIH,True,No
3354-OADJP,True,No
3524-WQDSG,True,Yes
0810-DHDBD,True,Yes
4026-SKKHW,True,No
2829-HYVZP,True,No
8329-IBCTI,True,No
1271-SJBGZ,False,No phone service
3845-JHAMY,False,No phone service
7013-PSXHK,True,Yes
5669-SRAIP,False,No phone service
5981-ITEMU,True,Yes
3486-NPGST,True,No
6941-PMGEP,True,No
1624-WOIWJ,True,No
2074-GKOWZ,True,No
0376-YMCJC,True,Yes
6100-FJZDG,True,No
4829-ZLJTK,True,Yes
1730-VFMWO,True,No
7143-BQIBA,True,No
3800-LYTRK,True,No
0634-SZPQA,True,Yes
9646-NMHXE,True,No
7030-NJVDP,True,No
5536-RTPWK,True,Yes
8883-GRDWQ,True,No
6166-ILMNY,True,No
3097-NNSPB,True,No
7771-ZONAT,False,No phone service
0655-RBDUG,True,Yes
2111-DWYHN,True,No
4194-WHFCB,True,Yes
4121-AGSIN,True,Yes
4361-BKAXE,True,Yes
9845-PEEKO,True,Yes
0455-XFASS,True,No
0301-KOBTQ,True,No
1751-NCDLI,True,Yes
9878-TNQGW,True,No
9170-ARBTB,True,No
4441-NIHPT,True,No
8999-BOHSE,True,No
7241-AJHFS,True,Yes
7029-RPUAV,True,Yes
4546-FOKWR,True,Yes
9036-CSKBW,True,Yes
5832-TRLPB,True,No
8590-YFFQO,True,No
8659-IOOPU,True,Yes
1338-CECEE,True,Yes
7439-DKZTW,True,No
4646-QZXTF,True,No
4607-CHPCA,True,No
9742-XOKTS,True,Yes
6921-OZMFH,True,Yes
9578-FOMUK,True,Yes
4712-UYOOI,True,No
8824-RWFXJ,True,No
7722-CVFXN,True,Yes
8717-VCTXJ,True,No
7363-QTBIW,True,No
4159-NAAIX,True,Yes
0971-QIFJK,True,Yes
9397-TZSHA,True,Yes
3391-JSQEW,True,No
0343-QLUZP,False,No phone service
9763-PDTKK,True,No
2176-LVPNX,True,Yes
7627-JKIAZ,True,Yes
3312-UUMZW,True,Yes
1271-UODNO,True,Yes
8461-EFQYM,True,Yes
6900-RBKER,True,Yes
6891-JPYFF,True,Yes
1459-QNFQT,False,No phone service
1047-NNCBF,True,No
3696-XRIEN,True,Yes
4081-DYXAV,False,No phone service
0074-HDKDG,True,No
8791-GFXLZ,True,No
8111-SLLHI,True,Yes
0927-LCSMG,True,No
9330-DHBFL,True,No
0098-BOWSO,True,No
3452-ABWRL,True,Yes
5859-HZYLF,True,No
8257-RZAHR,True,Yes
5293-WXJAK,True,Yes
3156-QLHBO,True,No
2208-NQBCT,True,No
1779-PWPMG,True,Yes
6621-NRZAK,True,No
0831-JNISG,True,No
0774-IFUVM,True,Yes
3082-WQRVY,True,No
9553-DLCLU,True,Yes
1641-BYBTK,True,No
2460-NGXBJ,True,Yes
2446-ZKVAF,True,Yes
0841-NULXI,False,No phone service
3522-CDKHF,True,No
1430-SFQSA,False,No phone service
0411-EZJZE,True,Yes
7851-WZEKY,True,Yes
8844-TONUD,True,No
8807-ARQET,False,No phone service
8992-CEUEN,True,No
4320-QMLLA,True,No
8777-PVYGU,True,No
8292-ITGYJ,True,Yes
6870-ZWMNX,True,Yes
0621-CXBKL,True,No
5268-DSMNQ,True,Yes
5334-JLAXU,True,Yes
4086-YQSNZ,True,No
6242-MBHPK,True,No
5868-CZJDR,False,No phone service
9359-UGBTK,True,No
0135-NMXAP,True,Yes
4782-OSFXZ,True,Yes
6479-OAUSD,True,No
7129-ACFOG,True,Yes
4189-NAKJS,True,Yes
5562-BETPV,True,No
1282-IHQAC,False,No phone service
9127-FHJBZ,True,Yes
6270-OMFIW,True,No
1641-RQDAY,True,Yes
0107-WESLM,True,No
6994-ORCWG,True,Yes
1346-UFHAX,True,Yes
3992-YWPKO,True,Yes
2933-XEUJM,True,Yes
0125-LZQXK,True,No
5461-QKNTN,True,Yes
4835-YSJMR,True,No
8399-YNDCH,True,No
3164-YAXFY,False,No phone service
0887-WBJVH,True,No
4660-IRIBM,True,No
5673-FSSMF,True,Yes
7670-ZBPOQ,True,Yes
8089-UZWLX,True,Yes
0080-OROZO,True,No
3916-NRPAP,True,No
6807-SIWJI,True,Yes
8221-HVAYI,True,Yes
1579-KLYDT,True,Yes
5232-NXPAY,True,No
8967-SZQAS,True,No
4468-KAZHE,True,No
0455-ENTCR,True,Yes
8944-AILEF,True,No
5542-NKVRU,True,No
7126-RBHSD,True,Yes
5370-IIVVL,True,Yes
6789-HJBWG,True,No
3927-NLNRY,True,No
9087-EYCPR,True,Yes
6791-YBNAK,False,No phone service
6358-LYNGM,True,Yes
6077-BDPXA,True,No
0013-MHZWF,True,No
5494-HECPR,True,No
8268-YDIXR,True,Yes
9824-BEMCV,True,No
1373-ORVIZ,True,Yes
4291-SHSBH,True,No
6980-IMXXE,True,No
9866-QEVEE,True,Yes
9897-KXHCM,True,No
0040-HALCW,True,No
0784-GTUUK,True,Yes
7979-CORPM,True,Yes
2294-DMMUS,True,Yes
0872-JCPIB,True,Yes
3055-MJDSB,False,No phone service
9091-WTUUY,True,No
1618-CFHME,True,Yes
3165-HDOEW,True,No
6581-NQCBA,False,No phone service
7115-IRDHS,True,Yes
8496-DMZUK,True,Yes
2040-VZIKE,True,Yes
9068-VPWQQ,True,Yes
0178-SZBHO,True,Yes
0384-RVBPI,True,No
1689-MRZQR,True,No
1299-AURJA,True,Yes
4525-VZCZG,True,No
1543-LLLFT,True,Yes
5835-BEQEU,True,Yes
2788-CJQAQ,True,No
5565-FILXA,True,Yes
0319-QZTCO,True,No
2120-SMPEX,True,No
0096-FCPUF,True,Yes
0668-OGMHD,False,No phone service
5552-ZNFSJ,True,No
2223-KAGMX,True,No
6507-ZJSUR,True,No
9408-HRXRK,True,Yes
5593-SUAOO,True,Yes
7321-PKUYW,True,Yes
2833-SLKDQ,True,No
6766-HFKLA,True,Yes
7595-EUIVN,True,No
7617-EYGLW,True,No
2026-TGDHM,True,No
9220-ZNKJI,True,No
4030-VPZBD,False,No phone service
2226-ICFDO,True,Yes
0723-VSOBE,False,No phone service
5529-GIBVH,True,No
4187-CINZD,True,No
9992-UJOEL,True,No
4741-WWJQZ,True,No
6625-UTXEW,True,No
6818-WOBHJ,True,Yes
6244-BESBM,True,No
1004-NOZNR,True,No
1251-STYSZ,True,Yes
2612-PHGOX,True,Yes
2408-TZMJL,True,Yes
8480-PPONV,True,Yes
8780-IHCRN,True,Yes
4598-ZADCK,False,No phone service
1257-SXUXQ,True,No
9681-KYGYB,True,Yes
7182-OVLBJ,True,Yes
5095-ETBRJ,True,No
7005-CYUIL,True,No
4821-WQOYN,True,No
4730-AWNAU,False,No phone service
3452-FLHYD,True,No
2388-LAESQ,True,Yes
9531-NSBMR,True,No
6260-ONULR,True,No
4389-UEFCZ,True,Yes
8711-LOBKY,True,No
9134-CEQMF,True,No
8985-OOPOS,True,No
8800-ZKRFW,True,Yes
2616-FLVQC,True,No
9968-FFVVH,True,Yes
3108-PCCGG,True,Yes
7993-PYKOF,True,No
8390-FESFV,True,Yes
3022-BEXHZ,True,Yes
5027-XWQHA,True,No
6248-TKCQV,True,Yes
6729-GDNGC,True,No
6198-ZFIOJ,True,Yes
5989-OMNJE,False,No phone service
4566-QVRRW,True,No
1291-CUOCY,True,Yes
9795-SHUHB,True,No
3230-IUALN,True,No
0042-RLHYP,True,No
8519-IMDHU,True,Yes
4945-RVMTE,True,No
0201-OAMXR,True,Yes
1866-NXPSP,True,No
3372-KWFBM,True,Yes
7831-QGOXH,True,Yes
6393-WRYZE,True,Yes
3941-XTSKM,False,No phone service
1661-CZBAU,True,Yes
6599-RCLCJ,True,Yes
9831-BPFRI,True,Yes
5158-RIVOP,True,No
9788-YTFGE,True,No
9277-JOOMO,True,Yes
1907-YLNYW,True,No
1725-MIMXW,True,No
8947-YRTDV,True,No
3161-ONRWK,True,No
0114-RSRRW,True,No
4565-NLZBV,True,Yes
0031-PVLZI,True,No
7206-GZCDC,True,No
6682-VCIXC,False,No phone service
4791-QRGMF,True,Yes
6475-VHUIZ,True,No
3910-MRQOY,True,No
0661-WCQNQ,True,No
7537-RBWEA,False,No phone service
4656-CAURT,True,Yes
0121-SNYRK,False,No phone service
1768-ZAIFU,False,No phone service
4671-LXRDQ,True,No
3733-LSYCE,True,No
6265-FRMTQ,True,No
1934-SJVJK,True,No
3838-OZURD,True,Yes
9269-CQOOL,True,No
2017-CCBLH,True,No
7690-KPNCU,True,No
0536-BGFMZ,True,No
2293-IJWPS,True,Yes
2845-HSJCY,True,Yes
5469-NUJUR,True,No
1184-PJVDB,True,No
2625-TRCZQ,False,No phone service
4102-HLENU,True,Yes
7266-GSSJX,True,No
7722-VJRQD,False,No phone service
7073-QETQY,True,No
9415-DPEWS,True,Yes
5624-RYAMH,True,No
0196-JTUQI,True,Yes
7130-YXBRO,True,Yes
9272-LSVYH,True,No
7943-RQCHR,True,Yes
3793-MMFUH,True,Yes
3249-ZPQRG,True,Yes
2568-BRGYX,True,No
3084-DOWLE,True,Yes
1084-MNSMJ,True,No
7721-JXEAW,False,No phone service
7249-WBIYX,True,Yes
4238-HFHSN,True,Yes
6250-CGGUN,True,No
5478-JJVZK,True,Yes
7596-IIWYC,True,No
6567-HOOPW,True,No
9793-WECQC,True,No
4291-HPAXL,True,No
8999-YPYBV,True,No
1839-FBNFR,True,No
3164-AALRN,True,No
3071-MVJCD,True,Yes
1697-BCSHV,True,Yes
0562-KBDVM,False,No phone service
1131-SUEKT,True,No
3717-OEAUQ,True,No
4538-WNTMJ,True,Yes
3334-CTHOL,True,Yes
4704-ERYFC,True,No
9432-RUVSL,True,No
8060-HIWJJ,True,Yes
7684-XSZIY,True,Yes
9089-UOWJG,True,No
8621-MNIHH,True,Yes
8039-ACLPL,True,No
9885-AIBVB,True,Yes
1934-MKPXS,True,No
2592-YKDIF,True,No
2272-JKMSI,True,Yes
0471-LVHGK,True,Yes
9518-RWHZL,True,Yes
8714-CTZJW,True,No
3569-EDBPQ,True,Yes
3131-NWVFJ,True,No
7521-YXVZY,True,No
5419-CONWX,True,No
6240-EURKS,False,No phone service
2373-NTKOD,True,No
1970-KKFWL,True,Yes
6960-HVYXR,True,Yes
9337-SRRNI,True,Yes
0895-UADGO,False,No phone service
5678-VFNEQ,True,Yes
5977-CKHON,True,Yes
7024-OHCCK,True,Yes
2692-BUCFV,True,No
7861-UVUFT,True,No
1830-GGFNM,True,Yes
5302-BDJNT,True,Yes
5223-UZAVK,True,No
4859-ZSRDZ,False,No phone service
5651-WYIPH,True,No
9350-VLHMB,True,Yes
3498-LZGQZ,True,No
8785-CJSHH,True,Yes
5357-TZHPP,True,Yes
3870-SPZSI,True,Yes
0680-DFNNY,True,Yes
7560-QRBXH,True,No
7077-XJMET,True,No
8752-GHJFU,True,Yes
6896-SRVYQ,True,No
7767-UXAGJ,True,Yes
4652-ODEVH,True,Yes
6510-UPNKS,True,Yes
6718-BDGHG,True,Yes
9046-DQMTP,True,No
6439-LAJXL,True,No
1571-SAVHK,True,Yes
9052-VKDUW,True,Yes
9546-CQJSU,True,Yes
1666-JZPZT,True,Yes
5777-KJIRB,True,No
0506-LVNGN,True,No
7677-SJJJK,True,No
2480-EJWYP,True,Yes
3253-HKOKL,True,No
7055-HNEOJ,True,No
5514-YQENT,True,No
3211-AAPKX,True,Yes
8445-DNBAE,True,Yes
2951-QOQTK,True,Yes
2958-NHPPS,True,No
6806-YDEUL,True,No
1735-XMJVH,True,No
6890-PFRQX,True,Yes
0222-CNVPT,False,No phone service
5899-OUVKV,True,No
8681-ICONS,True,No
1621-YNCJH,True,Yes
3473-XIIIT,True,Yes
6362-QHAFM,True,Yes
7893-IXHRQ,True,No
3070-BDOQC,True,No
2952-QAYZF,True,Yes
6234-PFPXL,True,Yes
9824-QCJPK,True,No
4763-PGDPO,True,No
4283-IVYCI,True,No
1866-OBPNR,True,No
8205-MQUGY,True,No
8970-ANWXO,True,Yes
9480-BQJEI,True,Yes
5394-SVGJV,True,Yes
6979-TNDEU,True,No
9777-WJJPR,True,Yes
9283-LZQOH,True,Yes
7079-QRCBC,True,Yes
9495-SKLKD,True,Yes
6048-UWKAL,True,Yes
5067-DGXLL,True,No
5469-CTCWN,True,Yes
9851-QXEEQ,True,Yes
6281-FKEWS,False,No phone service
8898-KASCD,False,No phone service
9242-TKFSV,False,No phone service
9290-SHCMB,True,No
0743-HNPFG,True,No
2277-BKJKN,True,No
9809-IMGCQ,True,Yes
5208-HFSBT,True,No
5035-PGZXH,True,Yes
8695-WDYEA,True,No
6543-JXSOO,True,No
8016-ZMGMO,True,Yes
8605-ITULD,True,No
3254-YRILK,True,Yes
6416-YJTTB,True,No
2667-WYLWJ,True,No
4472-VESGY,True,Yes
3195-TQDZX,True,No
3128-YOVTD,True,No
0529-ONKER,True,Yes
1728-CXQBE,True,Yes
7041-TXQJH,False,No phone service
5014-GSOUQ,True,No
5724-BIDBU,True,Yes
0481-SUMCB,True,Yes
1769-GRUIK,True,No
5240-IJOQT,True,Yes
8819-WFGGJ,False,No phone service
7427-AUFPY,True,No
2811-POVEX,True,No
1092-GANHU,True,No
7898-PDWQE,True,Yes
9972-EWRJS,True,No
9314-IJWSQ,True,Yes
0661-XEYAN,False,No phone service
5799-JRCZO,True,No
1921-KYSAY,True,Yes
6198-RTPMF,True,Yes
2924-KHUVI,True,Yes
1925-GMVBW,True,No
7881-EVUAD,False,No phone service
6184-DYUOB,True,No
9207-ZPANB,True,Yes
5766-XQXMQ,True,No
9327-QSDED,True,No
1656-DRSMG,True,Yes
3012-VFFMN,True,No
2984-AFWNC,True,No
0640-YJTPY,True,No
8096-LOIST,True,No
9764-REAFF,True,No
3703-VAVCL,True,No
7107-UBYKY,True,Yes
4881-GQJTW,True,No
8519-QJGJD,True,No
7876-DNYAP,True,No
7905-NJMXS,True,Yes
2882-WDTBA,True,No
2091-GPPIQ,True,Yes
6326-MTTXK,True,Yes
5071-FBJFS,True,No
2796-UUZZO,True,No
2429-AYKKO,True,No
9798-OPFEM,True,No
0330-IVZHA,True,No
3794-NFNCH,True,No
5193-QLVZB,True,Yes
7114-AEOZE,True,No
2886-KEFUM,True,Yes
5522-NYKPB,True,No
4237-RLAQD,True,No
9957-YODKZ,True,Yes
6518-KZXCB,True,Yes
2245-ADZFJ,True,Yes
7776-QGYJC,True,No
9313-QOLTZ,True,No
9651-GTSAQ,True,No
3186-BAXNB,True,No
4672-FOTSD,True,Yes
0637-YLETY,True,Yes
9818-XQCUV,True,No
7338-ERIVA,False,No phone service
1157-BQCUW,True,Yes
8259-NFJTV,False,No phone service
3223-DWFIO,True,No
2660-EMUBI,True,Yes
6968-GMKPR,True,No
4751-ERMAN,True,No
1436-ZMJAN,True,No
3292-PBZEJ,True,Yes
0799-DDIHE,True,No
3070-FNFZQ,True,No
2812-SFXMJ,True,No
7675-OZCZG,True,No
5014-WUQMG,True,No
5312-TSZVC,True,No
2003-CKLOR,True,No
0993-OSGPT,True,No
9254-RBFON,True,No
1205-WNWPJ,True,No
9391-EOYLI,True,No
7108-DGVUU,True,Yes
2782-JEEBU,False,No phone service
5127-BZENZ,True,Yes
2720-FVBQP,True,Yes
9906-NHHVC,False,No phone service
4522-XRWWI,True,Yes
3766-EJLFL,True,Yes
5939-SXWHM,True,Yes
8152-UOBNY,True,Yes
7351-KYHQH,True,No
7643-RCHXS,True,No
8246-SHFGA,True,No
8387-MOJJT,True,No
0620-XEFWH,True,No
6485-QXWWE,True,Yes
2761-OCIAX,True,No
7321-VGNKU,True,No
5327-CNLUQ,True,Yes
7552-KEYGT,True,No
5816-JMLGY,True,No
3068-OMWZA,True,Yes
2927-QRRQV,True,Yes
6032-KRXXO,True,No
7459-RRWQZ,True,Yes
6265-SXWBU,True,Yes
7941-RCJOW,True,No
6374-NTQLP,True,No
4154-AQUGT,True,No
2387-KDZQY,True,No
3584-WKTTW,True,Yes
3399-BMLVW,True,No
1971-DTCZB,True,Yes
3092-IGHWF,True,Yes
3374-PZLXD,True,No
3813-DHBBB,False,No phone service
2812-REYAT,True,No
6518-PPLMZ,True,No
4939-KYYPY,True,Yes
8017-LXHFA,True,No
5930-GBIWP,True,Yes
6022-KOUQO,False,No phone service
6352-TWCAU,True,Yes
2361-UPSND,True,No
6035-RIIOM,True,Yes
2929-QNSRW,True,Yes
1262-OPMFY,True,No
9504-DSHWM,True,Yes
5035-BVCXS,True,No
6267-DCFFZ,True,Yes
3533-UVMOM,True,No
2439-LYPMQ,True,Yes
4248-QPAVC,True,Yes
1899-VXWXM,True,Yes
1478-VPOAD,True,No
9995-HOTOH,False,No phone service
2988-PLAHS,True,No
1371-OJCEK,True,Yes
4999-IEZLT,False,No phone service
8883-ANODQ,True,Yes
4690-LLKUA,True,No
2351-RRBUE,True,No
5980-BDHPY,True,Yes
1498-DQNRX,True,No
9469-WEJBT,True,No
3331-HQDTW,True,Yes
9490-DFPMD,True,Yes
2581-VKIRT,True,Yes
5442-XSDCW,True,No
7426-WEIJX,True,Yes
2851-MMUTZ,True,No
3049-NDXFL,True,Yes
8580-AECUZ,True,No
3307-TLCUD,False,No phone service
6625-FLENO,True,No
2967-MXRAV,True,No
7963-GQRMY,True,No
8189-HBVRW,True,Yes
4163-KIUHY,True,Yes
1228-FZFRV,True,Yes
3500-NSDOA,True,Yes
1171-TYKUR,True,Yes
3761-FLYZI,True,Yes
2058-DCJBE,True,No
5364-XYIRR,True,Yes
4829-AUOAX,True,Yes
1219-NNDDO,True,Yes
8388-DMKAE,True,No
4403-BWPAY,True,Yes
9659-QEQSY,True,Yes
5405-ZMYXQ,True,Yes
5047-LHVLY,True,No
1442-OKRJE,True,No
4737-AQCPU,True,Yes
9158-VCTQB,True,Yes
2808-CHTDM,True,Yes
6311-UEUME,True,No
0793-TWELN,True,Yes
3283-WCWXT,True,Yes
1060-ENTOF,True,Yes
0999-QXNSA,True,No
5451-MHQOF,True,Yes
4836-WNFNO,True,Yes
9225-BZLNZ,True,Yes
0354-VXMJC,True,No
4422-QVIJA,True,Yes
9365-SRSZE,True,No
6839-ITVZJ,True,Yes
8332-OSJDW,True,Yes
4735-BJKOU,True,No
0274-JKUJR,False,No phone service
5740-YHGTW,True,Yes
8917-SZTTJ,True,No
1696-MZVAU,False,No phone service
7359-WWYJV,True,Yes
0375-HVGXO,False,No phone service
4906-ZHGPK,True,Yes
8593-WHYHV,True,Yes
3795-GWTRD,True,No
1298-PHBTI,True,Yes
6223-DHJGV,True,No
6961-MJKBO,True,No
6097-EQISJ,True,Yes
4423-YLHDV,True,Yes
8158-WPEZG,False,No phone service
0107-YHINA,True,Yes
4918-FYJNT,True,Yes
0727-BNRLG,True,Yes
4854-CIDCF,True,No
8640-SDGKB,True,No
3280-MRDOF,True,Yes
6435-SRWBJ,True,Yes
9964-WBQDJ,True,Yes
6303-KFWSL,True,Yes
1702-CCFNJ,True,Yes
8932-CZHRQ,True,Yes
0386-CWRGM,True,No
5515-RUGKN,True,No
0404-AHASP,True,No
7279-NMVJC,True,No
2081-VEYEH,True,No
6407-UTSLV,True,No
4116-TZAQJ,True,No
9060-HJJRW,False,No phone service
2587-YNLES,True,No
7398-SKNQZ,True,Yes
5935-FCCNB,True,Yes
1958-RNRKS,True,Yes
5136-RGMZO,True,Yes
8345-MVDYC,True,No
8226-BXGES,True,Yes
3877-JRJIP,True,Yes
8375-DKEBR,True,No
9705-IOVQQ,True,Yes
1015-OWJKI,True,No
7511-YMXVQ,False,No phone service
2040-XBAVJ,True,Yes
7551-JOHTI,True,No
8887-IPQNC,True,No
8646-JCOMS,True,Yes
9804-ICWBG,True,No
1222-KJNZD,True,No
0106-GHRQR,True,Yes
5318-IXUZF,True,No
3768-VHXQO,True,Yes
8952-WCVCD,True,No
2418-TPEUN,True,No
3963-RYFNS,True,Yes
3198-VELRD,True,Yes
8540-ZQGEA,True,No
1320-REHCS,True,Yes
4137-JOPHL,True,No
9436-ZBZCT,True,Yes
7801-CEDNV,True,No
2057-BOYKM,True,Yes
3658-QQJYD,True,No
1803-BGNBD,True,No
0134-XWXCE,True,No
6950-TWMYB,True,No
5848-FHRFC,True,No
2243-FNMMI,True,No
2511-MORQY,True,Yes
5356-KZCKT,True,Yes
9470-XCCEM,True,Yes
6519-CFDBX,True,No
3902-MIVLE,True,Yes
0409-WTMPL,True,Yes
8763-KIAFH,True,No
3669-WHAFY,True,Yes
3055-VTCGS,True,No
3144-KMTWZ,True,Yes
7279-BUYWN,True,Yes
7156-MHUGY,True,No
7198-GLXTC,True,No
2007-QVGAW,True,No
5207-PLSTK,True,No
2307-FYNNL,True,Yes
5605-XNWEN,True,Yes
2155-AMQRX,True,Yes
6181-AXXYF,True,Yes
5091-HFAZW,True,No
0516-VRYBW,True,No
2519-LBNQL,True,Yes
8623-ULFNQ,True,Yes
8380-PEFPE,True,No
5687-DKDTV,True,No
1568-LJSZU,True,Yes
7530-HDYDS,True,No
7789-HKSBS,True,Yes
7416-CKTEP,True,No
2586-CWXVV,False,No phone service
3096-IZETN,True,No
2348-KCJLT,True,No
8401-EMUWF,True,Yes
4193-IBKSW,True,Yes
5377-NDTOU,True,Yes
5922-ABDVO,True,Yes
2474-LCNUE,True,Yes
0839-QNXME,True,No
3506-OVLKD,True,Yes
9172-ANCRX,True,Yes
6650-VJONK,True,No
2178-PMGCJ,True,No
7492-TAFJD,False,No phone service
2773-MADBQ,False,No phone service
6016-LVTJQ,True,No
7860-KSUGX,True,Yes
8966-KZXXA,True,Yes
6910-HADCM,True,No
4816-LXZYW,True,Yes
9606-PBKBQ,True,Yes
5149-QYTTU,True,Yes
2070-XYMFH,True,Yes
2085-BOJKI,True,No
0817-HSUSE,True,No
5442-PPTJY,True,No
1927-QEWMY,True,No
1663-MHLHE,True,No
5663-QBGIS,True,Yes
4450-MDZFX,True,Yes
6701-DHKWQ,False,No phone service
7554-AKDQF,True,No
3536-IQCTX,True,Yes
4911-BANWH,True,Yes
8496-EJAUI,True,No
0794-YVSGE,True,No
5423-BHIXO,True,Yes
6908-VVYHM,True,Yes
2959-EEXWB,False,No phone service
1839-UMACK,True,Yes
3030-YDNRM,True,Yes
7321-KKSDU,True,No
3402-XRIUO,True,Yes
3132-TVFDZ,False,No phone service
8286-AFUYI,True,No
8080-DDEMJ,True,No
8356-WUAOJ,True,No
6365-MTGZX,True,No
1349-WXNGG,True,No
8058-DMYRU,True,Yes
9350-ZXYJC,True,Yes
6990-YNRIO,True,Yes
8958-JPTRR,True,Yes
6959-GQEGV,True,No
3173-WSSUE,True,No
1265-HVPZB,True,No
4115-UMJFQ,False,No phone service
7369-TRPFD,True,No
1098-KFQEC,True,No
7190-XHTWJ,True,No
0621-TWIEM,True,No
3537-RYBHH,True,Yes
2485-ITVKB,False,No phone service
3669-OYSJI,True,No
1612-EOHDH,True,No
6702-OHFWR,False,No phone service
5296-BFCYD,True,No
4510-PYUSH,True,No
9359-JANWS,True,No
7517-SAWMO,True,No
4143-HHPMK,True,No
3279-DYZQM,True,No
7054-LGEQW,True,No
0523-VNGTF,False,No phone service
9575-IWCAZ,True,Yes
7105-MXJLL,True,No
7064-FRRSW,True,Yes
7940-UQQUG,True,Yes
0923-PNFUB,True,No
3961-SXAXY,True,No
7010-BRBUU,True,Yes
3566-HJGPK,True,No
3062-ICYZQ,True,Yes
9938-PRCVK,True,No
0973-KYVNF,True,No
5129-HHMZC,True,Yes
9637-CDTKZ,True,Yes
3946-JEWRQ,True,Yes
7873-CVMAW,True,Yes
0463-WZZKO,True,No
3494-JCHRQ,True,No
6474-FVJLC,True,Yes
4524-QCSSM,False,No phone service
5832-EXGTT,True,No
8840-DQLGN,True,Yes
2039-JONDJ,True,No
7217-JYHOQ,True,No
6695-FRVEC,True,No
4547-LYTDD,True,Yes
9894-QMIMJ,True,No
8069-YQQAJ,False,No phone service
6770-XUAGN,True,No
4193-ORFCL,True,No
1636-NTNCO,False,No phone service
3466-WAESX,True,Yes
9281-PKKZE,False,No phone service
3638-VBZTA,True,Yes
7459-IMVYU,True,Yes
7776-QWNFX,True,No
6689-TCZHQ,True,No
8563-OYMQY,True,No
0754-EEBDC,True,No
5777-ZPQNC,True,No
1951-IEYXM,True,Yes
3318-NMQXL,True,No
3143-ILDAL,True,Yes
1022-RKXDR,True,Yes
2361-FJWNO,False,No phone service
2272-UOINI,True,No
8232-UTFOZ,True,No
3750-YHRYO,True,No
6637-KYRCV,False,No phone service
5668-MEISB,True,Yes
0129-QMPDR,True,No
7188-CBBBA,True,Yes
5356-CSVSQ,True,Yes
3221-CJMSG,True,No
4720-VSTSI,True,Yes
3219-JQRSL,True,Yes
2801-NISEI,True,No
3946-MHCZW,True,No
4623-ZKHLY,True,No
6732-VAILE,True,Yes
8201-AAXCB,True,Yes
7696-CFTAT,True,No
1845-CSBRZ,True,Yes
2123-VSCOT,True,Yes
6651-AZVTJ,True,Yes
4566-GOLUK,True,Yes
2484-DGXPZ,True,No
2018-QKYGT,True,No
2792-VPPET,True,No
7409-JURKQ,True,Yes
3247-MHJKM,True,No
1964-SVLEA,True,No
4587-NUKOX,True,No
7297-DVYGA,True,No
2239-CGBUZ,True,No
0854-UYHZD,True,No
7243-LCGGZ,True,No
8267-KFGYD,True,No
4890-VMUAV,True,Yes
9261-WDCAF,True,No
3764-MNMOI,True,No
7442-YGZFK,True,Yes
0420-BWTPW,False,No phone service
8229-BUJHX,True,No
7449-HVPIV,True,Yes
5504-WSIUR,True,Yes
8183-ONMXC,True,No
8466-PZBLH,True,Yes
9614-RMGHA,True,Yes
8735-IJJEG,True,No
0564-MUUQK,True,Yes
5054-IEXZT,True,No
5834-ASPWA,True,Yes
0701-RFGFI,True,Yes
0019-EFAEP,True,Yes
5619-PTMIK,True,Yes
3737-XBQDD,True,Yes
5882-CMAZQ,False,No phone service
5846-QFDFI,True,Yes
4445-KWOKW,True,Yes
3511-APPBJ,True,No
7967-HYCDE,True,No
2430-RRYUW,True,No
3948-XHGNA,True,No
3723-BFBGR,True,Yes
0565-IYCGT,True,Yes
5447-WZAFP,True,No
5110-CHOPY,False,No phone service
5445-UTODQ,True,No
4425-OWHWB,True,No
7892-QVYKW,True,Yes
9675-ICXCT,True,No
